bloque,id_registro,etiqueta_llm,confianza_llm,justificacion_llm,modelo
test,1026,muy negativo,0.94,"Queja severa, atención pésima y falta de solución",openai/gpt-oss-120b
test,1807,neutral,0.7,Observación informativa sin valoración clara,openai/gpt-oss-120b
test,3274,neutral,0.78,Elogia variedad pero critica ausencia de cajeros,openai/gpt-oss-120b
test,3368,negativo,0.8,"Queja sobre información falsa, insatisfacción moderada",openai/gpt-oss-120b
test,4131,positivo,0.85,"Elogio amplio, destaca comodidad y precios sin exageración",openai/gpt-oss-120b
test,979,positivo,0.78,"Servicio rápido y amable, aunque menciona problema de parqueo",openai/gpt-oss-120b
test,2557,positivo,0.88,"Elogia variedad y ofertas, tono favorable",openai/gpt-oss-120b
test,54,neutral,0.6,Simple descripción sin valoración,openai/gpt-oss-120b
test,1050,muy negativo,0.96,Denuncia servicio pésimo y acusaciones graves,openai/gpt-oss-120b
test,895,muy negativo,0.94,Queja fuerte sobre atención y falta de solución,openai/gpt-oss-120b
test,82,positivo,0.85,"Elogia atención eficiente y amabilidad, tono positivo",openai/gpt-oss-120b
test,4025,positivo,0.8,Comentario breve y favorable sobre calidad,openai/gpt-oss-120b
test,486,muy positivo,0.9,"Entusiasmo claro, elogia atención personalizada",openai/gpt-oss-120b
test,2199,negativo,0.78,Elogia personal pero critica políticas y frecuentes reclamos,openai/gpt-oss-120b
test,207,muy positivo,0.97,"Elogio entusiasta, recomienda fuertemente.",openai/gpt-oss-120b
test,3785,positivo,0.92,Elogio claro sin exageración.,openai/gpt-oss-120b
test,1768,positivo,0.9,"Comentario positivo, sin quejas.",openai/gpt-oss-120b
test,3097,muy positivo,0.96,"Elogio entusiasta, recomienda ampliamente.",openai/gpt-oss-120b
test,4085,muy positivo,0.95,"Elogio fuerte, recomendación clara.",openai/gpt-oss-120b
test,1491,positivo,0.9,"Elogio y promoción, sin quejas.",openai/gpt-oss-120b
test,1291,muy negativo,0.98,"Queja grave, discriminación, recomienda no ir.",openai/gpt-oss-120b
test,872,negativo,0.9,"Insatisfacción clara, sin exageración.",openai/gpt-oss-120b
test,536,muy negativo,0.97,"Queja fuerte, experiencia horrorosa.",openai/gpt-oss-120b
test,3446,neutral,0.88,"Comentario mixto, elogio y sugerencia de mejora.",openai/gpt-oss-120b
test,3548,positivo,0.91,"Elogio entusiasta, sin quejas.",openai/gpt-oss-120b
test,2679,positivo,0.9,"Comentario positivo, sin críticas.",openai/gpt-oss-120b
test,2112,muy negativo,0.99,"Enojo extremo, queja grave.",openai/gpt-oss-120b
test,3666,muy negativo,0.98,"Queja fuerte, servicio pésimo.",openai/gpt-oss-120b
test,1502,positivo,0.92,"Elogio positivo, sin críticas.",openai/gpt-oss-120b
test,2838,positivo,0.9,"Comentario positivo, sin críticas.",openai/gpt-oss-120b
test,3485,positivo,0.88,"Elogio con sugerencia, tono mayormente positivo.",openai/gpt-oss-120b
test,105,neutral,0.85,Texto informativo sin valoración.,openai/gpt-oss-120b
test,3651,neutral,0.87,Elogio y queja equilibrados.,openai/gpt-oss-120b
test,403,muy negativo,0.96,"Queja grave de larga espera, tono enfadado.",openai/gpt-oss-120b
test,3065,muy negativo,0.97,"Entrega no llegó, servicio fatal, sin devolución.",openai/gpt-oss-120b
test,3429,positivo,0.94,"Lugar bueno pero falta bioseguridad, sigue recomendando.",openai/gpt-oss-120b
test,2609,positivo,0.93,"Buenas marcas y poca gente, positivo en Covid.",openai/gpt-oss-120b
test,3676,negativo,0.92,"2X1 caro, no vale la pena.",openai/gpt-oss-120b
test,3670,muy negativo,0.97,"Pésima atención, colas interminables, muy negativo.",openai/gpt-oss-120b
test,3553,negativo,0.91,"Buenos precios, pero sin AC, poca luz, personal escaso.",openai/gpt-oss-120b
test,3671,muy negativo,0.96,"Desorden total, público maleducado, muy negativo.",openai/gpt-oss-120b
test,3200,muy positivo,0.98,"Excelente atención, seguridad, placer comprar siempre.",openai/gpt-oss-120b
test,4,negativo,0.9,"Falta de estacionamiento, inconveniente.",openai/gpt-oss-120b
test,3227,negativo,0.9,"Cobran por 5 minutos, abuso, negativo.",openai/gpt-oss-120b
test,429,negativo,0.9,"Demoran mucho, atención presencial lenta, negativo.",openai/gpt-oss-120b
test,2367,muy negativo,0.97,"Pesima atención, desinformados, despotas, muy negativo.",openai/gpt-oss-120b
test,1035,muy negativo,0.96,"Pésima experiencia, procesos no explicados, muy negativo.",openai/gpt-oss-120b
test,3473,muy positivo,0.98,"Muy bueno, atención amable, seguridad, me encantó.",openai/gpt-oss-120b
test,655,negativo,0.89,"Atención lenta, personal insuficiente, negativo.",openai/gpt-oss-120b
test,3282,positivo,0.94,"POS rápido, sin colas, positivo.",openai/gpt-oss-120b
test,3278,muy positivo,0.98,"Garantía comprar, mejor que Metro, muy positivo.",openai/gpt-oss-120b
test,2027,negativo,0.89,"Empresa incapaz de solucionar, negativo.",openai/gpt-oss-120b
test,1675,negativo,0.88,"Falta aire acondicionado, prefiero otro, negativo.",openai/gpt-oss-120b
test,3720,neutral,0.85,"Buen lugar, lactario poco accesible, neutral.",openai/gpt-oss-120b
test,4038,positivo,0.9,"Elogio claro, sin quejas",openai/gpt-oss-120b
test,2211,muy positivo,0.95,"Entusiasta, destaca excelente servicio y solución",openai/gpt-oss-120b
test,211,neutral,0.85,Comentario informativo sin valoración positiva ni negativa,openai/gpt-oss-120b
test,1504,positivo,0.88,"Mayoría de elogios, menciona una pequeña queja",openai/gpt-oss-120b
test,3081,negativo,0.9,Queja clara sobre aglomeración y falta de normas,openai/gpt-oss-120b
test,3018,positivo,0.9,"Elogios a facilidades, sin quejas ni entusiasmo extremo",openai/gpt-oss-120b
test,2908,muy negativo,0.96,Queja grave de mal servicio y producto defectuoso,openai/gpt-oss-120b
test,1090,positivo,0.85,"Elogio breve a la atención, sin exceso de entusiasmo",openai/gpt-oss-120b
test,274,neutral,0.84,"Combina elogios y queja de cola, sin predominancia clara",openai/gpt-oss-120b
test,1170,positivo,0.88,"Resalta comodidades, sin quejas, tono favorable",openai/gpt-oss-120b
test,201,positivo,0.85,"Elogio breve a la atención, sin exageración",openai/gpt-oss-120b
test,2725,muy positivo,0.94,"Entusiasta, destaca rapidez, orden y excelente atención",openai/gpt-oss-120b
test,1202,positivo,0.85,"Elogio general sin quejas, tono moderado",openai/gpt-oss-120b
test,2681,neutral,0.82,"Combina crítica de calidad y elogio, sin dominio claro",openai/gpt-oss-120b
test,3754,positivo,0.85,"Elogio breve, tono favorable",openai/gpt-oss-120b
test,3098,positivo,0.88,"Resalta tamaño y ofertas, tono positivo moderado",openai/gpt-oss-120b
test,3346,muy positivo,0.96,"Entusiasta, recomienda, destaca atención y variedad",openai/gpt-oss-120b
test,4447,positivo,0.86,"Elogio general y buena atención, tono favorable",openai/gpt-oss-120b
test,766,negativo,0.9,Queja breve sobre calidad de productos,openai/gpt-oss-120b
test,1913,muy positivo,0.95,"Elogio amplio, recomienda como ideal para compras",openai/gpt-oss-120b
test,1272,muy positivo,0.95,"Elogio entusiasta, recomienda fuertemente",openai/gpt-oss-120b
test,357,muy positivo,0.97,"Elogio breve, muestra gran satisfacción",openai/gpt-oss-120b
test,1625,muy negativo,0.96,"Queja grave, pérdida de dinero, recomienda no ir",openai/gpt-oss-120b
test,3246,positivo,0.85,"Elogio general, menciona inconveniente menor",openai/gpt-oss-120b
test,39,negativo,0.88,"Insatisfacción clara, critica costos y calidad",openai/gpt-oss-120b
test,2246,muy negativo,0.95,Queja grave de atención lenta y mala,openai/gpt-oss-120b
test,4491,muy negativo,0.94,"Experiencia negativa, falta de atención y disponibilidad",openai/gpt-oss-120b
test,3766,positivo,0.85,"Comentario positivo breve, sin entusiasmo extremo",openai/gpt-oss-120b
test,1409,muy positivo,0.9,Elogio entusiasta del centro comercial,openai/gpt-oss-120b
test,3164,muy positivo,0.96,"Elogio entusiasta, recomienda fuertemente",openai/gpt-oss-120b
test,4588,positivo,0.88,Comentario positivo sobre orden y mejoras,openai/gpt-oss-120b
test,2495,negativo,0.87,"Queja de publicidad engañosa, insatisfacción",openai/gpt-oss-120b
test,1142,muy negativo,0.96,"Denuncia grave, advierte peligro y mala gestión",openai/gpt-oss-120b
test,2718,positivo,0.85,"Elogio a atención, satisfacción moderada",openai/gpt-oss-120b
test,3972,neutral,0.8,Describe pros y contras sin clara preferencia,openai/gpt-oss-120b
test,2870,positivo,0.84,Comentario positivo sobre variedad y precios,openai/gpt-oss-120b
test,3211,negativo,0.88,Queja de cobro excesivo y mala atención,openai/gpt-oss-120b
test,2834,neutral,0.8,"Mezcla elogio y queja, sin polaridad clara",openai/gpt-oss-120b
test,3324,muy positivo,0.94,"Elogio amplio, recomienda con entusiasmo",openai/gpt-oss-120b
test,2172,muy negativo,0.95,Queja grave de falta de servicio y demora,openai/gpt-oss-120b
test,3589,positivo,0.85,"Mayormente elogios, solo ligera queja de atención.",openai/gpt-oss-120b
test,1376,muy positivo,0.9,"Entusiasmo claro, sin quejas, recomienda implícitamente.",openai/gpt-oss-120b
test,3312,positivo,0.8,"Elogio simple, sin quejas.",openai/gpt-oss-120b
test,2841,neutral,0.75,"Elogio y queja equilibrados, sin dominio claro.",openai/gpt-oss-120b
test,1982,muy negativo,0.95,"Queja grave, enojo, sugiere no ir.",openai/gpt-oss-120b
test,2670,positivo,0.8,"Satisfacción moderada, queja menor.",openai/gpt-oss-120b
test,741,positivo,0.85,"Elogio simple, sin quejas.",openai/gpt-oss-120b
test,456,neutral,0.75,"Comentario equilibrado, ni muy bueno ni malo.",openai/gpt-oss-120b
test,4368,muy positivo,0.9,"Entusiasmo fuerte, elogio sin reservas.",openai/gpt-oss-120b
test,1647,negativo,0.85,"Insatisfacción clara, predominan quejas.",openai/gpt-oss-120b
test,982,positivo,0.85,"Elogio moderado, sin quejas.",openai/gpt-oss-120b
test,3051,positivo,0.8,"Elogio mayor, pero menciona inconvenientes.",openai/gpt-oss-120b
test,3331,muy positivo,0.9,"Elogio entusiasta, sin reservas.",openai/gpt-oss-120b
test,375,muy negativo,0.95,"Queja grave, recomienda no ir.",openai/gpt-oss-120b
test,610,positivo,0.8,"Elogio fuerte, preocupación menor.",openai/gpt-oss-120b
test,4059,muy negativo,0.95,"Queja severa, tono de burla, desconfianza.",openai/gpt-oss-120b
test,611,muy positivo,0.9,"Entusiasmo claro, elogio sin reservas.",openai/gpt-oss-120b
test,2632,muy negativo,0.95,"Queja grave, descripción desalentadora.",openai/gpt-oss-120b
test,2978,positivo,0.75,"Mayoría elogios, ligera queja de vestuario.",openai/gpt-oss-120b
test,3594,muy positivo,0.85,"Elogio entusiasta, sin quejas.",openai/gpt-oss-120b
test,4257,muy positivo,0.95,"Elogia variedad, calidad, precios, atención y recomienda fuertemente",openai/gpt-oss-120b
test,3855,muy positivo,0.94,"Destaca excelente lugar, buena atención y responsabilidad ambiental",openai/gpt-oss-120b
test,3508,muy negativo,0.96,"Queja grave por producto defectuoso y atención grosera, desaconseja",openai/gpt-oss-120b
test,4246,positivo,0.88,Reconoce fila larga pero servicio rápido y buen abastecimiento,openai/gpt-oss-120b
test,2682,neutral,0.8,Menciona falta de variedad pero califica ambiente y precios como buenos,openai/gpt-oss-120b
test,1004,muy positivo,0.92,"Alaba rapidez y amabilidad del personal, recomienda implícitamente",openai/gpt-oss-120b
test,1760,negativo,0.85,"Expone confusión y falta de claridad en descuentos, muestra insatisfacción",openai/gpt-oss-120b
test,1055,muy negativo,0.96,"Denuncia asesoramiento deficiente y cobros indebidos, sugiere evitar",openai/gpt-oss-120b
test,1115,positivo,0.84,"Recomienda lugar para comprar celular, tono favorable",openai/gpt-oss-120b
test,3961,muy positivo,0.93,"Elogia experiencia cómoda, buena atención y limpieza, recomienda fuertemente",openai/gpt-oss-120b
test,4518,negativo,0.82,"Combina ambiente agradable con sensación incómoda de vigilancia, genera insatisfacción",openai/gpt-oss-120b
test,3238,positivo,0.86,"Destaca estacionamiento seguro y buena atención, tono favorable",openai/gpt-oss-120b
test,3924,negativo,0.81,Señala escasez de personal y oferta limitada en deportes,openai/gpt-oss-120b
test,1610,neutral,0.7,Comentario breve sin valoración positiva ni negativa,openai/gpt-oss-120b
test,1298,muy positivo,0.94,"Elogia tamaño, variedad y experiencia, recomienda fuertemente",openai/gpt-oss-120b
test,1468,neutral,0.78,Describe ubicación y oferta sin expresar preferencia clara,openai/gpt-oss-120b
test,4130,positivo,0.85,"Aprecia tienda y comida, critica sistema pero sigue recomendando",openai/gpt-oss-120b
test,4082,neutral,0.78,Combina precios bajos y cajera amable con problemas de seguridad y atención,openai/gpt-oss-120b
test,2051,muy negativo,0.95,"Critica fuertemente a Movistar, advierte dolores de cabeza",openai/gpt-oss-120b
test,4129,muy positivo,0.96,"Alaba atención, calidad y variedad, invita a comprar",openai/gpt-oss-120b
test,1635,negativo,0.92,"Queja sobre atención, sin elogios",openai/gpt-oss-120b
test,2771,negativo,0.88,"Mayoría quejas sobre comida y entrega, aunque menciona mejor atención",openai/gpt-oss-120b
test,2466,muy negativo,0.96,"Enojo grave, fraude, denuncia, recomienda no usar",openai/gpt-oss-120b
test,2738,positivo,0.9,"Elogio general, con pequeño inconveniente de caja llena",openai/gpt-oss-120b
test,1766,muy positivo,0.97,"Entusiasmo y recomendación, calificación perfecta",openai/gpt-oss-120b
test,2821,positivo,0.93,"Elogio limpio y ordenado, satisfacción",openai/gpt-oss-120b
test,3226,negativo,0.89,Queja sobre calor y falta de confort,openai/gpt-oss-120b
test,3895,muy negativo,0.95,Enojo fuerte por mala atención y falta de cortesía,openai/gpt-oss-120b
test,3260,positivo,0.91,"Elogio atención y precios, con descuento",openai/gpt-oss-120b
test,2263,muy negativo,0.94,"Fuerte queja, califica como terrible",openai/gpt-oss-120b
test,3418,positivo,0.88,Elogio variedad y experiencia agradable,openai/gpt-oss-120b
test,1161,negativo,0.87,Predominan quejas de servicio pese a ambiente agradable,openai/gpt-oss-120b
test,2175,muy negativo,0.93,Enojo grave por mala atención e internet,openai/gpt-oss-120b
test,4624,muy positivo,0.96,"Elogio amplio, destaca calidad y variedad",openai/gpt-oss-120b
test,3647,muy positivo,0.94,Entusiasmo y recomendación clara,openai/gpt-oss-120b
test,4181,neutral,0.85,Texto informativo sin valoración clara,openai/gpt-oss-120b
test,1152,neutral,0.86,"Elogio variedad y descuentos, pero menciona atención lenta",openai/gpt-oss-120b
test,776,negativo,0.9,Queja simple sobre señal deficiente,openai/gpt-oss-120b
test,276,negativo,0.89,Queja por largas colas y mala atención,openai/gpt-oss-120b
test,1126,muy negativo,0.97,"Enojo grave, producto dañado y servicio deficiente",openai/gpt-oss-120b
test,650,muy negativo,0.99,"Pésima atención, sin solución, pérdida de tiempo y dinero",openai/gpt-oss-120b
test,3472,muy positivo,0.98,"Recomienda 100%, ambiente lindo, variedad y seguridad, entusiasmo claro",openai/gpt-oss-120b
test,2672,positivo,0.85,"Muchos productos y buen servicio, pero ropa desordenada dificulta encontrar",openai/gpt-oss-120b
test,4252,muy positivo,0.95,"Parqueo gratuito, compras y helado cómodamente, experiencia totalmente positiva",openai/gpt-oss-120b
test,4045,negativo,0.88,"Cobran cuotas pese a indicar sin cuotas, falta de atención",openai/gpt-oss-120b
test,1071,muy negativo,0.97,"Atención extremadamente mala, queja grave",openai/gpt-oss-120b
test,4352,muy negativo,0.99,"Desorden, descortesía y caos, experiencia muy negativa",openai/gpt-oss-120b
test,2412,negativo,0.85,"Esperó 40 minutos y error en turno, insatisfacción clara",openai/gpt-oss-120b
test,4516,positivo,0.8,"Todo bien, pero personal poco amigable, falta de cortesía",openai/gpt-oss-120b
test,823,neutral,0.78,"Buena atención pero reclamo sin resolver, opinión mixta",openai/gpt-oss-120b
test,4515,negativo,0.82,"Buena atención y variedad, pero espera larga y protocolos ridículos",openai/gpt-oss-120b
test,3502,muy positivo,0.96,"Elogio entusiasta a Marco, servicio excepcional, volverá",openai/gpt-oss-120b
test,4318,muy positivo,0.95,"Colaboradora excelente, entrenamiento destacado, felicitaciones",openai/gpt-oss-120b
test,905,muy negativo,0.94,"Cobran intereses, no resuelven rápido, no la recomiendo",openai/gpt-oss-120b
test,1966,positivo,0.88,"Lugar amplio, catálogo grande, cómodo y agradable",openai/gpt-oss-120b
test,1818,negativo,0.86,"Pocas cajas y control absurdo retrasan salida, experiencia negativa",openai/gpt-oss-120b
test,4072,negativo,0.8,"Buena atención interna, pero obras inseguras para clientes",openai/gpt-oss-120b
test,4760,positivo,0.88,"Magnífico, variedad y precios, solo cajeras distraídas como mejora",openai/gpt-oss-120b
test,694,negativo,0.8,"Lugar grande, pero atención incompetente, experiencia negativa",openai/gpt-oss-120b
test,3724,muy positivo,0.94,"Buena experiencia, anfitrionas, variedad de perfumes, super recomendado",openai/gpt-oss-120b
test,2973,positivo,0.85,"Describe ambiente tranquilo y ordenado, sin quejas.",openai/gpt-oss-120b
test,596,negativo,0.9,Se queja de limitaciones de pago y falta de facilidades.,openai/gpt-oss-120b
test,1848,neutral,0.8,"Menciona precios normales y estacionamiento caro, sin fuerte polaridad.",openai/gpt-oss-120b
test,3583,negativo,0.85,Elogia ofertas pero critica falta de mobiliario e higiene.,openai/gpt-oss-120b
test,606,positivo,0.9,"Resalta atención eficaz y seguimiento, tono satisfecho.",openai/gpt-oss-120b
test,2297,muy negativo,0.9,"Critica falta de atención, esperas largas y ausencia de solución.",openai/gpt-oss-120b
test,2420,muy negativo,0.95,Denuncia atención pésima y pérdida de tiempo.,openai/gpt-oss-120b
test,1356,positivo,0.9,Elogia buena atención y ambiente agradable.,openai/gpt-oss-120b
test,4199,muy negativo,0.98,"Denuncia trato discriminatorio y humillante, tono extremadamente negativo.",openai/gpt-oss-120b
test,2417,negativo,0.9,"Larga espera y falta de entusiasmo, compra en otro sitio.",openai/gpt-oss-120b
test,724,muy positivo,0.95,Expresa entusiasmo y alta recomendación.,openai/gpt-oss-120b
test,510,negativo,0.85,Se queja de lentitud del lugar.,openai/gpt-oss-120b
test,68,neutral,0.8,Comentario descriptivo sin emoción.,openai/gpt-oss-120b
test,5,muy negativo,0.9,Critica cierre inesperado y pérdida de tiempo.,openai/gpt-oss-120b
test,1691,negativo,0.85,Describe mala experiencia y recomienda no comprar rápido.,openai/gpt-oss-120b
test,1294,muy negativo,0.9,"Denuncia ascensores rotos, tono muy crítico.",openai/gpt-oss-120b
test,3405,muy negativo,0.95,Expresa decepción y problemas de calidad.,openai/gpt-oss-120b
test,3762,positivo,0.8,"Resalta orden y buena ubicación, sin quejas.",openai/gpt-oss-120b
test,2500,negativo,0.85,Critica falta de stock y mala atención.,openai/gpt-oss-120b
test,1251,muy positivo,0.9,"Elogia completitud, orden y amabilidad del personal.",openai/gpt-oss-120b
test,1603,muy negativo,0.95,"Queja grave por altas comisiones, sugiere evitar retiros.",openai/gpt-oss-120b
test,2351,positivo,0.9,"Elogio simple de la atención, sin entusiasmo excesivo.",openai/gpt-oss-120b
test,527,muy negativo,0.96,"Queja severa, falta de reembolso y plan incorrecto, califica como desastre.",openai/gpt-oss-120b
test,72,neutral,0.85,"Solo menciona ubicación, sin valoración positiva ni negativa.",openai/gpt-oss-120b
test,2195,negativo,0.7,"Observa poca asistencia y proceso largo, tono insatisfecho.",openai/gpt-oss-120b
test,1510,muy positivo,0.93,"Elogio entusiasta de variedad, servicio y precios, recomienda fuertemente.",openai/gpt-oss-120b
test,1254,positivo,0.88,"Menciona buenas ofertas y baño básico, tono positivo moderado.",openai/gpt-oss-120b
test,2418,negativo,0.8,"Critica falta de asientos, riesgo para mayores, tono negativo.",openai/gpt-oss-120b
test,3805,muy positivo,0.94,"Elogio entusiasta del lugar y atención, recomienda sin reservas.",openai/gpt-oss-120b
test,407,negativo,0.65,"Indica ausencia de cable, tono de insatisfacción.",openai/gpt-oss-120b
test,773,muy negativo,0.92,"Queja fuerte por doble fila y lentitud, tono muy negativo.",openai/gpt-oss-120b
test,362,muy negativo,0.98,"Denuncia extrema, filas largas, personal indiferente, tono muy negativo.",openai/gpt-oss-120b
test,3796,positivo,0.85,"Describe local amplio y cómodo, tono positivo moderado.",openai/gpt-oss-120b
test,28,muy negativo,0.96,"Critica severamente atención y personal, tono muy negativo.",openai/gpt-oss-120b
test,546,negativo,0.88,"Señala lentitud excesiva en atención, insatisfacción clara.",openai/gpt-oss-120b
test,942,positivo,0.9,"Elogia buena atención y expresa esperanza, tono positivo.",openai/gpt-oss-120b
test,4388,positivo,0.88,"Resalta calidad, pocas colas y buen estacionamiento, tono positivo.",openai/gpt-oss-120b
test,4116,neutral,0.8,Menciona variedad y precios sin valoración positiva ni negativa.,openai/gpt-oss-120b
test,861,neutral,0.75,"Indica capacidad y ubicación, sin juicio de calidad.",openai/gpt-oss-120b
test,2185,muy negativo,0.9,"Queja extensa por lentitud, falta de estacionamiento y solución tardía.",openai/gpt-oss-120b
test,1933,positivo,0.9,"Elogia el parking cubierto, sin quejas.",openai/gpt-oss-120b
test,4189,muy positivo,0.95,"Entusiasta, destaca precios bajos y buena distribución.",openai/gpt-oss-120b
test,2536,negativo,0.85,"Critica precios altos, aunque menciona prendas lindas.",openai/gpt-oss-120b
test,3402,muy negativo,0.97,"Quejas extensas, servicio pésimo, recomienda no ir.",openai/gpt-oss-120b
test,1632,muy negativo,0.96,"Esperas largas, sin solución, tono muy crítico.",openai/gpt-oss-120b
test,801,negativo,0.8,Se queja de demoras en gestión de llaves.,openai/gpt-oss-120b
test,1591,muy negativo,0.9,"Muy mala atención, pocas ventanillas, largas colas.",openai/gpt-oss-120b
test,3900,muy negativo,0.95,"Experiencia mala, cobro de estacionamiento injusto, tono enfadado.",openai/gpt-oss-120b
test,565,positivo,0.85,"Buen servicio, pero falta cercanía del personal.",openai/gpt-oss-120b
test,4749,positivo,0.9,"Limpio, ordenado, precios buenos, buen estacionamiento.",openai/gpt-oss-120b
test,1287,muy negativo,0.97,"Producto defectuoso, gestión lenta, exige devolución.",openai/gpt-oss-120b
test,304,muy positivo,0.96,"Excelente atención, personal muy atento.",openai/gpt-oss-120b
test,855,neutral,0.9,Comentario breve sin carga positiva ni negativa.,openai/gpt-oss-120b
test,4359,muy negativo,0.88,"Balanza errónea, precio excesivo, no volverá a comprar.",openai/gpt-oss-120b
test,4392,muy positivo,0.95,"Recomendación entusiasta de helados, vuelve siempre.",openai/gpt-oss-120b
test,3347,muy positivo,0.96,"Elogios múltiples, recomienda el lugar.",openai/gpt-oss-120b
test,3788,neutral,0.85,Comparación factual sin valoración clara.,openai/gpt-oss-120b
test,421,negativo,0.8,"Atención lenta y sistemas rotos, tono crítico.",openai/gpt-oss-120b
test,2057,positivo,0.9,"Buena atención, se sintió bien atendido.",openai/gpt-oss-120b
test,3908,negativo,0.85,"Cobro extra inesperado, queja por rango de entrega.",openai/gpt-oss-120b
test,339,neutral,0.96,"Solo menciona hechos, sin valoración positiva ni negativa.",openai/gpt-oss-120b
test,2014,negativo,0.94,"Queja clara de falta de soluciones, insatisfacción evidente.",openai/gpt-oss-120b
test,1871,positivo,0.92,"Elogia variedad y ofertas, tono favorable sin exageración.",openai/gpt-oss-120b
test,3686,muy negativo,0.95,"Queja fuerte sobre estacionamiento y tráfico, desaconseja la visita.",openai/gpt-oss-120b
test,3191,muy positivo,0.96,"Recomendación entusiasta, destaca buena atención y precios.",openai/gpt-oss-120b
test,4658,negativo,0.9,Critica política de fotos pese a limpieza; predominio negativo.,openai/gpt-oss-120b
test,3863,negativo,0.88,"Denuncia larga espera y personal insuficiente, tono negativo.",openai/gpt-oss-120b
test,2943,neutral,0.9,"Menciona tanto problemas como ventajas, balance neutral.",openai/gpt-oss-120b
test,3290,positivo,0.92,"Califica tienda por encima del promedio, comentario positivo.",openai/gpt-oss-120b
test,1036,muy negativo,0.95,"Se queja de servicio cancelado y ruido, tono muy negativo.",openai/gpt-oss-120b
test,2048,negativo,0.88,"Sugiere mejora en atención, queja moderada.",openai/gpt-oss-120b
test,3810,negativo,0.9,"Se lamenta del tipo de cambio y comisión, insatisfacción.",openai/gpt-oss-120b
test,3547,neutral,0.85,"Problema de retiro online, pero destaca atención amable; neutral.",openai/gpt-oss-120b
test,255,muy negativo,0.96,"Describe instalaciones deterioradas, tono fuertemente negativo.",openai/gpt-oss-120b
test,897,muy negativo,0.96,"Rant extenso sobre mala atención, líneas saturadas y hostigamiento.",openai/gpt-oss-120b
test,3261,positivo,0.92,"Alaba atención y limpieza, menciona falta de cajeros, positivo.",openai/gpt-oss-120b
test,3545,negativo,0.9,"Critica distribución y precios, tono negativo.",openai/gpt-oss-120b
test,3919,neutral,0.88,"Opinión mixta, no le gusta pero es opción rápida.",openai/gpt-oss-120b
test,2394,negativo,0.89,"Denuncia trato irrespetuoso del personal, queja negativa.",openai/gpt-oss-120b
test,1008,muy negativo,0.96,"Pésima atención al cliente, queja muy negativa.",openai/gpt-oss-120b
test,434,negativo,0.92,"Queja por larga espera, tono crítico",openai/gpt-oss-120b
test,908,negativo,0.91,"Atención rápida pero personal desinteresado, decide no volver",openai/gpt-oss-120b
test,1246,positivo,0.88,Expresa satisfacción al encontrar todo,openai/gpt-oss-120b
test,1641,positivo,0.87,Destaca comodidad del ambiente,openai/gpt-oss-120b
test,3383,muy negativo,0.96,"Queja grave por ruido, experiencia horrible",openai/gpt-oss-120b
test,1548,muy positivo,0.94,"Elogia rapidez, trato y buena relación calidad‑precio",openai/gpt-oss-120b
test,960,muy positivo,0.95,"Resalta rapidez, amabilidad y comodidad del local",openai/gpt-oss-120b
test,209,positivo,0.86,Valora infraestructura adecuada y buena intención,openai/gpt-oss-120b
test,3584,neutral,0.84,"Comenta precios altos y preferencia personal, sin fuerte polaridad",openai/gpt-oss-120b
test,4783,muy positivo,0.97,"Recomienda por variedad, calidad y excelente atención",openai/gpt-oss-120b
test,63,neutral,0.85,"Describe demoras y amabilidad, sin predominio claro",openai/gpt-oss-120b
test,4401,neutral,0.83,"Queja por promoción confusa, pero termina con comentario positivo",openai/gpt-oss-120b
test,4548,positivo,0.89,"Elogia ambiente y precios, menciona incomodidad de acceso",openai/gpt-oss-120b
test,401,neutral,0.8,"Sugiere cambiar proceso, sin expresar fuerte satisfacción o queja",openai/gpt-oss-120b
test,32,negativo,0.9,Critica penalidades y falta de enfoque al cliente,openai/gpt-oss-120b
test,1903,muy positivo,0.96,Alaba la calidad y amplitud del metro,openai/gpt-oss-120b
test,3204,neutral,0.82,Aprecia amplitud pero menciona dificultad para localizar productos,openai/gpt-oss-120b
test,262,negativo,0.91,Señala lentitud del personal en ventanilla,openai/gpt-oss-120b
test,4680,positivo,0.88,Indica disponibilidad de productos navideños,openai/gpt-oss-120b
test,1463,neutral,0.84,Elogia aspecto pero indica falta de productos buscados,openai/gpt-oss-120b
test,4310,positivo,0.85,Elogia variedad y calidad sin reservas,openai/gpt-oss-120b
test,2158,muy negativo,0.95,"Queja grave, recomienda no ir",openai/gpt-oss-120b
test,987,positivo,0.9,"Elogia atención y rapidez, tono satisfecho",openai/gpt-oss-120b
test,3451,neutral,0.8,"Elogia espacio, pero critica bolsas, tono mixto",openai/gpt-oss-120b
test,1931,positivo,0.85,"Destaca amplitud y variedad, tono satisfecho",openai/gpt-oss-120b
test,60,neutral,0.75,"Comentario breve, sin entusiasmo ni queja",openai/gpt-oss-120b
test,487,positivo,0.85,"Elogia atención, tono satisfecho",openai/gpt-oss-120b
test,3916,negativo,0.8,"Critica falta de diferencia, tono insatisfecho",openai/gpt-oss-120b
test,3412,neutral,0.8,"Balance entre ventajas y limitaciones, tono equilibrado",openai/gpt-oss-120b
test,2848,neutral,0.78,"Elogia lugar, pero critica atención, tono mixto",openai/gpt-oss-120b
test,474,positivo,0.9,"Elogia atención eficaz, tono satisfecho",openai/gpt-oss-120b
